"序号","代码","名称","最新价","涨跌额","涨跌幅","5分钟涨跌幅","60日涨跌幅","年初至今涨跌幅","买入价","卖出价","买量","卖量","成交量","成交额","今开","昨收","最高","最低","换手率%","涨跌速率%","振幅%","量比","委比","盘前最新价","盘后最新价","盘前涨跌幅","盘后涨跌幅","盘前成交额","盘后成交额","盘前振幅%","盘后振幅%","盘前涨跌额","盘后涨跌额","资产规模","总发行量","5日涨跌幅","10日涨跌幅","20日涨跌幅","120日涨跌幅","250日涨跌幅"
"2452","GPJA","Georgia Power Company","24.920","-0.162","-0.65%","-0.12%","-2.21%","-2.51%","0.000","0.000","0","0","31176","779149","25.000","25.082","25.080","24.910","0.34","0.12","0.68","1.85","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","9261500","-0.68%","0.12%","0.96%","-2.67%","-3.25%"
"2453","AEMB","AMERICAN CENTURY EMERGING MARKETS BOND ETF","42.510","-0.276","-0.65%","0.00%","-9.60%","-11.36%","0.000","0.000","0","0","1029","43940","42.700","42.786","42.710","42.510","0.17","-0.47","0.47","1.28","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2580.00万","600000","-2.22%","0.31%","1.13%","-11.18%","-12.28%"
"2454","SUSC","iShares ESG USD Corporate Bond ETF","24.480","-0.160","-0.65%","0.08%","-8.28%","-9.79%","0.000","0.000","0","0","370786","9072411","24.500","24.640","24.530","24.410","1.02","0.06","0.49","0.49","0.00%","24.490","0.000","-0.61%","0.00%","142336.12","0","0.65","0.00","-0.150","0.000","8.95亿","36200000","-2.70%","-1.19%","-2.09%","-10.11%","-8.03%"
"2455","ONLN","ProShares Online Retail ETF","44.380","-0.290","-0.65%","-0.07%","-20.54%","-21.76%","0.000","0.000","0","0","27847","1246416","44.500","44.670","45.190","44.085","0.26","-0.07","2.47","0.65","0.00%","0.000","43.690","0.00%","-1.55%","0","174.76","0.00","0.00","0.000","-0.690","4.81亿","10600000","-4.39%","-5.93%","8.96%","-35.01%","-45.59%"
"2456","XHYD","BONDBLOXX USD HIGH YIELD BOND CONSUMER NON-CYCLICALS SECTOR ETF","38.180","-0.250","-0.65%","0.00%","-3.70%","-3.70%","0.000","0.000","0","0","201","7685","38.290","38.430","38.290","38.180","0.00","-0.29","0.29","0.09","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","-1.78%","-0.71%","-0.74%","-3.70%","-3.70%"
"2457","SCHA","嘉信美国小盘股ETF","45.760","-0.300","-0.65%","-0.01%","-8.34%","-10.50%","0.000","0.000","0","0","2121617","97489273","46.010","46.060","46.310","45.622","0.61","0.07","1.49","1.99","0.00%","46.060","45.830","0.00%","0.15%","31283.799","32963364.329","3.93","0.00","0.000","+0.070","159.73亿","345800000","-4.39%","-4.01%","1.05%","-10.78%","-8.65%"
"2458","EMCB","智慧树新兴市场公司债券基金","65.450","-0.430","-0.65%","0.00%","-9.82%","-10.70%","0.000","0.000","0","0","1876","122709","65.220","65.880","65.680","65.220","0.21","0.00","0.70","0.20","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","5940.00万","900000","-1.58%","0.02%","1.85%","-11.11%","-10.21%"
"2459","WFHY","WisdomTree Fundamental U.S. High Yield Corporate Bond Fund","48.243","-0.317","-0.65%","-0.08%","-6.31%","-7.07%","0.000","0.000","0","0","9827","475325","48.399","48.560","48.490","48.243","0.25","-0.08","0.51","0.23","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1.96亿","4000000","-2.18%","-0.92%","-0.59%","-6.12%","-3.81%"
"2460","BSJR","Invesco BulletShares 2027 High Yield Corporate Bond ETF","23.580","-0.155","-0.65%","-0.07%","-5.52%","-6.08%","0.000","0.000","0","0","17798","420882","23.630","23.735","23.720","23.572","0.89","0.04","0.63","0.99","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","4790.00万","2000000","-1.75%","-0.61%","-0.12%","-5.60%","-3.92%"
"2461","IGEB","iShares Investment Grade Enhanced Bond ETF","47.310","-0.312","-0.65%","0.17%","-8.13%","-9.53%","0.000","0.000","0","0","7745","367036","47.368","47.622","47.430","47.231","0.23","0.17","0.42","0.40","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1.60亿","3400000","-2.46%","-1.15%","-2.02%","-9.77%","-7.80%"
"2462","RPG","Guggenheim标普500纯成长型ETF","178.820","-1.180","-0.66%","0.03%","-11.07%","-15.18%","0.000","0.000","0","0","61624","11038034","179.360","180.000","180.380","178.030","0.43","0.03","1.31","0.64","0.00%","180.000","178.820","0.00%","0.00%","360","3294222.04","0.00","0.00","0.000","0.000","25.66亿","14400000","-2.25%","-2.91%","6.71%","-10.72%","3.67%"
"2463","CORP","PIMCO投资级企业债券指数ETF","101.480","-0.670","-0.66%","0.02%","-8.03%","-9.49%","0.000","0.000","0","0","59479","6038860","101.530","102.150","101.740","101.320","0.90","-0.01","0.41","1.14","0.00%","101.560","0.000","-0.58%","0.00%","9368.3","0","0.58","0.00","-0.590","0.000","6.75亿","6600000","-2.39%","-1.15%","-2.15%","-9.39%","-7.34%"
"2464","OWNS","IMPACT SHARES AFFORDABLE HOUSING MBS ETF","18.200","-0.120","-0.66%","0.00%","-6.05%","-6.91%","0.000","0.000","0","0","6","109","18.200","18.320","18.200","18.200","0.00","-0.66","0.00","0.21","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","9449.96万","5200000","-1.73%","-1.20%","-3.65%","-6.96%","-7.95%"
"2465","HYGV","FlexShares High Yield Value-Scored US Bond Index Fund","45.200","-0.300","-0.66%","-0.13%","-6.17%","-6.41%","0.000","0.000","0","0","86964","3941436","45.260","45.500","45.465","45.200","0.46","-0.11","0.58","0.73","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","8.62亿","18900000","-2.10%","-0.77%","-0.05%","-6.24%","-3.65%"
"2466","QGRO","American Century STOXX U.S. Quality Value ETF","66.281","-0.441","-0.66%","-0.27%","-9.20%","-13.72%","0.000","0.000","0","0","4844","322434","66.180","66.721","66.830","66.180","0.14","-0.27","0.97","0.67","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2.30亿","3500000","-2.36%","-2.35%","5.69%","-9.96%","-0.76%"
"2467","DUKB","Duke Energy Corp.","25.560","-0.170","-0.66%","0.04%","-2.26%","-3.03%","0.000","0.000","0","0","60230","1543362","25.630","25.730","25.720","25.550","0.00","-0.08","0.66","1.37","0.00%","0.000","26.820","0.00%","4.93%","0","5364","0.00","0.00","0.000","+1.260","0","0","-0.58%","1.11%","0.59%","-4.14%","-0.03%"
"2468","HTRB","Hartford Total Return Bond ETF","35.980","-0.240","-0.66%","-0.00%","-7.42%","-8.91%","0.000","0.000","0","0","65315","2351369","35.740","36.220","36.080","35.740","0.20","-0.06","0.94","0.54","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","11.62亿","32000000","-2.12%","-1.18%","-3.04%","-9.89%","-8.52%"
"2469","NSCS","NUVEEN SMALL CAP SELECT ETF","22.901","-0.153","-0.66%","0.00%","-9.71%","-12.23%","0.000","0.000","0","0","3","69","22.901","23.054","22.901","22.901","0.00","-0.66","0.00","0.01","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","600.00万","300000","-4.51%","-4.17%","0.47%","-10.64%","-9.45%"
"2470","XJR","ISHARES ESG SCREENED S&P SMALL-CAP ETF","36.422","-0.243","-0.66%","0.00%","-8.82%","-10.39%","0.000","0.000","0","0","3018","110771","36.475","36.665","36.796","36.422","0.43","-0.41","1.02","1.44","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2390.01万","700000","-4.63%","-4.57%","-1.31%","-7.25%","-5.69%"
"2471","SCJ","iShares安硕MSCI日本小盘股ETF","66.763","-0.446","-0.66%","0.02%","-11.91%","-11.36%","0.000","0.000","0","0","4899","327309","66.730","67.209","66.980","66.730","0.49","0.02","0.37","1.31","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","6770.00万","1000000","-4.01%","-4.88%","-1.51%","-15.69%","-18.17%"
"2472","KBUY","KRANESHARES CICC CHINA CONSUMER LEADERS INDEX ETF","19.527","-0.131","-0.67%","0.00%","-18.55%","-18.90%","0.000","0.000","0","0","28","546","19.527","19.658","19.527","19.527","0.00","-0.67","0.00","0.17","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","4539.92万","2200000","-3.33%","-0.22%","-3.53%","-16.73%","-24.34%"
"2473","BOND","PIMCO总回报主动型ETF","99.530","-0.670","-0.67%","-0.14%","-7.24%","-8.42%","0.000","0.000","0","0","236210","23557147","99.770","100.200","100.080","99.530","0.62","-0.13","0.55","0.71","0.00%","100.200","99.530","0.00%","0.00%","901.8","993.03","0.00","2.28","0.000","0.000","38.31亿","38100000","-2.03%","-0.93%","-3.33%","-8.37%","-7.17%"
"2474","VCEB","VANGUARD ESG U.S. CORPORATE BOND ETF","66.120","-0.445","-0.67%","0.09%","-8.02%","-9.55%","0.000","0.000","0","0","11436","755703","66.130","66.565","66.258","65.976","0.25","0.09","0.42","0.35","0.00%","66.565","0.000","0.00%","0.00%","66.565","0","0.00","0.00","0.000","0.000","3.01亿","4500000","-2.65%","-1.31%","-1.97%","-9.43%","-7.77%"
"2475","XHYH","BONDBLOXX USD HIGH YIELD BOND HEALTHCARE SECTOR ETF","38.620","-0.260","-0.67%","0.00%","-2.61%","-2.61%","0.000","0.000","0","0","1201","46518","38.770","38.880","38.770","38.620","0.00","-0.31","0.39","0.53","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","-2.10%","-1.43%","-1.10%","-2.61%","-2.61%"
"2476","XHYC","BONDBLOXX USD HIGH YIELD BOND CONSUMER CYCLICALS SECTOR ETF","38.580","-0.260","-0.67%","0.00%","-2.81%","-2.81%","0.000","0.000","0","0","1165","45050","38.680","38.840","38.680","38.580","0.00","-0.26","0.26","1.26","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","-1.93%","-0.82%","-0.61%","-2.81%","-2.81%"
"2477","NTKI","NATIONWIDE RUSSELL 2000 RISK MANAGED INCOME ETF","23.560","-0.159","-0.67%","0.00%","-4.60%","-5.18%","0.000","0.000","0","0","2700","64042","23.779","23.719","23.779","23.560","0.39","-0.17","0.92","1.20","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1669.99万","700000","-2.50%","-2.26%","1.47%","-3.65%","-3.65%"
"2478","ANGL","Vaneck Vectors堕落天使高收益债","29.560","-0.200","-0.67%","-0.03%","-8.33%","-9.50%","0.000","0.000","0","0","2869389","85056119","29.690","29.760","29.800","29.555","2.02","-0.02","0.82","0.89","0.00%","29.700","0.000","-0.20%","0.00%","14064.49","0","0.24","0.00","-0.060","0.000","43.02亿","142400000","-2.41%","-1.04%","-0.94%","-8.52%","-4.03%"
"2479","PFF","优先股指数ETF-iShares S&P","35.400","-0.240","-0.67%","-0.06%","-8.03%","-9.31%","0.000","0.000","0","0","3422747","121530961","35.540","35.640","35.775","35.400","0.70","-0.04","1.05","0.75","0.00%","35.540","35.200","-0.28%","-0.56%","28899.54","25193.71","1.04","1.19","-0.100","-0.200","172.72亿","486300000","-2.21%","-0.24%","0.46%","-7.39%","-4.40%"
"2480","MDEV","FIRST TRUST INDXX MEDICAL DEVICES ETF","22.582","-0.153","-0.67%","0.00%","-7.86%","-14.13%","0.000","0.000","0","0","722","16408","22.710","22.735","22.745","22.582","0.72","-0.66","0.72","1.47","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","220.00万","100000","-0.92%","2.84%","9.52%","-11.62%","-10.85%"
"2481","RUFF","ALPHA DOG ETF","23.744","-0.162","-0.68%","0.00%","-0.36%","-1.59%","0.000","0.000","0","0","2953","70510","23.820","23.905","24.000","23.744","0.09","-0.49","1.07","0.56","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","8069.90万","3400000","-3.44%","-3.13%","6.04%","-7.07%","-6.01%"
"2482","BAL","iPath彭博棉花分类指数总回报ETN","76.820","-0.525","-0.68%","0.14%","15.11%","20.09%","0.000","0.000","0","0","3119","240068","77.130","77.345","77.265","76.640","0.62","0.14","0.81","0.70","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","3900.00万","500000","-1.40%","-2.92%","9.29%","29.92%","61.22%"
"2483","HYUP","Xtrackers High Beta High Yield Bond ETF","43.601","-0.298","-0.68%","-0.14%","-6.69%","-7.16%","0.000","0.000","0","0","4224","184677","43.790","43.899","43.860","43.600","0.85","0.05","0.59","4.20","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1990.00万","500000","-2.28%","-0.92%","-0.08%","-6.28%","-4.04%"
"2484","TRYP","SONICSHARES AIRLINES, HOTELS, CRUISE LINES ETF","4.370","-0.030","-0.68%","-0.11%","-8.59%","-5.82%","0.000","0.000","0","0","15415","67473","4.440","4.400","4.440","4.345","0.55","0.11","2.16","0.37","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1230.04万","2800000","-6.42%","-2.67%","6.85%","-11.99%","-13.98%"
"2485","DIAL","Columbia ETF Trust I","18.910","-0.130","-0.68%","0.17%","-9.05%","-10.67%","0.000","0.000","0","0","253846","4800994","18.940","19.040","18.970","18.860","0.50","0.17","0.58","0.63","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","9.73亿","50800000","-2.58%","-1.22%","-1.99%","-10.11%","-9.02%"
"2486","TBJL","INNOVATOR 20+ YEAR TREASURY BOND 9 BUFFER ETF - JULY","22.446","-0.155","-0.68%","0.00%","-6.94%","-8.43%","0.000","0.000","0","0","20","450","22.446","22.600","22.446","22.446","0.01","-0.68","0.00","0.00","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","680.01万","300000","-3.37%","-1.51%","-4.59%","-6.66%","-2.31%"
"2487","FCOR","Fidelity Corporate Bond ETF","49.350","-0.340","-0.68%","0.18%","-8.40%","-9.71%","0.000","0.000","0","0","46140","2274802","49.300","49.690","49.455","49.200","0.96","0.20","0.51","1.77","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2.38亿","4800000","-2.66%","-1.26%","-2.30%","-9.74%","-7.68%"
"2488","FCVT","First Trust SSI Strategic Convertible Securities ETF","37.740","-0.260","-0.68%","-0.19%","-5.10%","-7.79%","0.000","0.000","0","0","31969","1208507","37.950","38.000","37.950","37.600","0.55","-0.30","0.92","1.09","0.00%","37.860","0.000","-0.37%","0.00%","5559.42","0","0.16","0.00","-0.140","0.000","2.22亿","5800000","-2.38%","-1.02%","3.86%","-22.69%","-22.28%"
"2489","QYLG","Global X Nasdaq 100 Covered Call & Growth ETF","29.000","-0.200","-0.68%","-0.21%","-6.38%","-7.62%","0.000","0.000","0","0","18073","526465","29.300","29.200","29.300","28.995","0.86","-0.21","1.05","0.66","0.00%","29.250","29.100","0.17%","0.34%","234","2454","0.00","3.28","+0.050","+0.100","6129.90万","2100000","-1.99%","-1.56%","7.95%","-4.02%","3.28%"
"2490","ERTH","Invesco MSCI Sustainable Future ETF","60.170","-0.415","-0.68%","-0.49%","-6.62%","-9.71%","0.000","0.000","0","0","18756","1133544","60.640","60.585","60.660","60.130","0.26","-0.49","0.88","1.06","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","4.31亿","7100000","-3.51%","-0.94%","3.19%","-10.51%","-13.28%"
"2491","ROOF","IQ美国房地产小盘股ETF","25.097","-0.173","-0.69%","0.00%","-5.59%","-5.26%","0.000","0.000","0","0","873","21997","25.250","25.270","25.250","25.097","0.05","-0.45","0.61","0.48","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","4229.94万","1700000","-5.69%","-3.46%","-1.07%","-4.69%","6.16%"
"2492","FPX","第一信托美国IPO指数基金","105.540","-0.730","-0.69%","0.04%","-9.65%","-13.80%","0.000","0.000","0","0","36398","3856752","106.140","106.270","106.725","105.425","0.27","-0.01","1.22","0.69","0.00%","106.270","0.000","0.00%","0.00%","106.27","0","0.00","0.00","0.000","0.000","14.03亿","13300000","-3.84%","-2.50%","8.26%","-19.29%","-15.72%"
"2493","BSJS","Invesco BulletShares 2028 High Yield Corporate Bond ETF","23.130","-0.160","-0.69%","0.00%","-6.77%","-7.58%","0.000","0.000","0","0","4203","97455","23.190","23.290","23.240","23.130","0.47","0.00","0.47","0.73","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2109.96万","900000","-2.20%","-0.84%","-0.40%","-6.88%","-5.20%"
"2494","EMTL","SPDR DoubleLine Emerging Markets Fixed Income ETF","44.810","-0.310","-0.69%","-0.04%","-5.76%","-7.51%","0.000","0.000","0","0","7051","316111","44.930","45.120","44.930","44.730","0.39","-0.02","0.44","0.95","0.00%","45.120","0.000","0.00%","0.00%","45.12","0","0.00","0.00","0.000","0.000","7990.02万","1800000","-1.43%","-0.32%","0.10%","-7.96%","-7.13%"
"2495","JPMB","JPMorgan USD Emerging Markets Sovereign Bond ETF","42.439","-0.294","-0.69%","-0.00%","-9.30%","-11.36%","0.000","0.000","0","0","15900","676100","42.560","42.733","42.620","42.439","0.99","-0.00","0.42","0.14","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","6820.00万","1600000","-2.08%","0.11%","0.81%","-11.03%","-9.60%"
"2496","IBDV","ISHARES IBONDS DEC 2030 TERM CORPORATE ETF","22.524","-0.156","-0.69%","-0.03%","-8.17%","-9.71%","0.000","0.000","0","0","21230","478521","22.540","22.680","22.610","22.500","0.33","-0.03","0.49","0.87","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1.49亿","6500000","-2.49%","-1.43%","-3.24%","-9.57%","-7.90%"
"2497","SXQG","6 MERIDIAN QUALITY GROWTH ETF","23.445","-0.162","-0.69%","0.00%","-8.80%","-14.02%","0.000","0.000","0","0","7175","169457","23.650","23.607","23.650","23.445","0.60","-0.19","0.87","3.34","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2870.04万","1200000","-1.13%","0.66%","7.60%","-9.98%","-3.17%"
"2498","CDX","SIMPLIFY HIGH YIELD PLUS CREDIT HEDGE ETF","24.309","-0.168","-0.69%","0.00%","-2.65%","-2.65%","0.000","0.000","0","0","27","658","24.309","24.477","24.309","24.309","0.00","-0.69","0.00","0.03","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2450.00万","1000000","-1.26%","0.30%","-0.68%","-2.65%","-2.65%"
"2499","DSJA","INNOVATOR DOUBLE STACKER ETF - JANUARY","28.219","-0.196","-0.69%","0.00%","-5.29%","-6.34%","0.000","0.000","0","0","0","0","28.010","28.415","0.000","0.000","0.00","-0.69","0.00","0.00","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","490.00万","200000","-1.67%","-1.41%","7.02%","-4.84%","2.63%"
"2500","VIS","领航工业ETF","187.110","-1.300","-0.69%","0.03%","-7.12%","-7.52%","0.000","0.000","0","0","197961","37083214","188.330","188.410","189.098","186.880","0.82","0.02","1.18","1.73","0.00%","188.410","187.110","0.00%","0.00%","1507.28","9243795.33","0.00","0.00","0.000","0.000","45.70亿","24300000","-3.26%","-4.45%","1.18%","-4.80%","-2.15%"
"2501","DFJ","日本小型股股利指数ETF-WisdomTree","63.871","-0.447","-0.70%","-0.13%","-12.04%","-10.47%","0.000","0.000","0","0","20791","1328346","63.800","64.318","64.060","63.690","0.65","-0.13","0.58","2.26","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2.08亿","3200000","-3.75%","-5.21%","-3.49%","-13.98%","-15.64%"
"2502","DCPE","DOUBLELINE SHILLER CAPE U.S. EQUITIES ETF","24.901","-0.175","-0.70%","-0.44%","-0.44%","-0.44%","0.000","0.000","0","0","940","23456","24.910","25.076","25.019","24.850","0.00","-0.44","0.67","0.05","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","-0.44%","-0.44%","-0.44%","-0.44%","-0.44%"
"2503","XHYT","BONDBLOXX USD HIGH YIELD BOND TELECOM, MEDIA & TECHNOLOGY SECTOR ETF","38.480","-0.270","-0.70%","-0.31%","-2.43%","-2.43%","0.000","0.000","0","0","2188","84347","38.610","38.750","38.610","38.480","0.00","-0.31","0.34","1.16","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","-2.14%","-0.88%","-0.24%","-2.43%","-2.43%"
"2504","QLTA","iShares安硕Aaa-A级企业债券ETF","50.525","-0.355","-0.70%","0.05%","-7.95%","-9.41%","0.000","0.000","0","0","82497","4168667","50.670","50.880","50.670","50.435","0.34","0.04","0.46","0.79","0.00%","50.610","0.000","-0.53%","0.00%","3391.41","0","0.53","0.00","-0.270","0.000","12.57亿","24600000","-2.48%","-1.38%","-2.14%","-9.40%","-7.73%"
"2505","PBE","PowerShares动态生物技术与基因","63.414","-0.446","-0.70%","-0.14%","-1.90%","-10.95%","0.000","0.000","0","0","3147","200795","63.900","63.860","64.190","63.414","0.09","-0.14","1.22","0.74","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2.37亿","3700000","-0.04%","3.26%","10.17%","-14.19%","-14.77%"
"2506","PLW","Invesco 1-30 Laddered Treasury ETF","32.570","-0.230","-0.70%","0.06%","-8.61%","-10.61%","0.000","0.000","0","0","170552","5554387","32.610","32.800","32.640","32.490","1.48","-0.06","0.46","0.85","0.00%","0.000","32.570","0.00%","0.00%","0","5181365.88","0.00","0.00","0.000","0.000","3.80亿","11500000","-3.50%","-2.02%","-5.81%","-9.77%","-7.13%"
"2507","BRF","Market Vectors巴西小盘股ETF","19.691","-0.139","-0.70%","0.00%","26.43%","19.70%","0.000","0.000","0","0","4113","80577","19.440","19.830","19.730","19.250","0.22","0.11","2.42","0.23","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","3789.93万","1900000","-5.69%","-2.33%","15.54%","4.19%","0.77%"
"2508","AGGY","WisdomTree Yield Enhanced U.S. Aggregate Bond Fund","46.650","-0.330","-0.70%","-0.02%","-7.79%","-9.30%","0.000","0.000","0","0","740549","34573082","46.750","46.980","46.815","46.615","3.41","-0.02","0.43","4.61","0.00%","46.980","0.000","0.00%","0.00%","375.84","0","0.00","0.00","0.000","0.000","10.23亿","21700000","-2.43%","-1.60%","-3.64%","-9.20%","-7.95%"
"2509","IBD","Inspire Corporate Bond ESG ETF","24.020","-0.170","-0.70%","-0.08%","-5.72%","-6.46%","0.000","0.000","0","0","121768","2928662","24.100","24.190","24.110","24.010","1.31","0.10","0.41","2.19","0.00%","0.000","24.060","0.00%","0.17%","0","9624","0.00","0.00","0.000","+0.040","2.25亿","9300000","-1.15%","-0.74%","-2.23%","-6.98%","-6.59%"
"2510","SJIJ","SOUTH JERSEY INDUSTRIES INC 5.625% JR SUB NTS 16/09/2079 USD25","19.750","-0.140","-0.70%","0.20%","-21.98%","-23.96%","0.000","0.000","0","0","41850","830384","19.890","19.890","19.990","19.700","0.00","0.25","1.46","0.79","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","-1.30%","-1.30%","-5.28%","-23.33%","-19.72%"
"2511","DEMZ","Advisors' Inner Circle Fund","26.740","-0.190","-0.71%","0.00%","-7.60%","-10.04%","0.000","0.000","0","0","710","18771","26.830","26.930","26.830","26.640","0.10","0.00","0.71","0.13","0.00%","0.000","25.990","0.00%","-2.80%","0","675.74","0.00","0.00","0.000","-0.750","1859.97万","700000","-0.85%","-0.10%","6.26%","-4.36%","6.73%"
"2512","UPRO","ProShares三倍做多标普500ETF","61.860","-0.440","-0.71%","0.35%","-16.71%","-18.86%","0.000","0.000","0","0","8792659","545872830","61.960","62.300","63.060","61.110","16.88","0.32","3.13","0.91","0.00%","61.940","61.730","-0.58%","-0.21%","2397337.708","21934786.098","2.04","1.16","-0.360","-0.130","31.99亿","52100000","-3.46%","-3.54%","21.03%","-3.41%","22.78%"
"2513","BHFAL","BHF-6.250% Junior Subordinated Debentures due 2058","25.300","-0.180","-0.71%","0.00%","-2.64%","-4.84%","0.000","0.000","0","0","8913","226021","25.370","25.480","25.504","25.300","0.00","0.00","0.80","0.75","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","-2.06%","0.24%","1.24%","-3.15%","-1.06%"
"2514","FEIG","FLEXSHARES ESG & CLIMATE INVESTMENT GRADE CORPORATE CORE INDEX FUND","43.918","-0.314","-0.71%","0.00%","-8.28%","-9.86%","0.000","0.000","0","0","9","396","43.918","44.232","43.918","43.918","0.00","-0.71","0.00","0.00","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","4670.05万","1100000","-2.82%","-1.36%","-2.11%","-9.84%","-11.24%"
"2515","ADRE","Invesco BLDRS Emerging Markets 50 ADR Index Fund","43.290","-0.310","-0.71%","0.00%","-11.74%","-5.14%","0.000","0.000","0","0","8933","388959","43.460","43.600","43.700","43.290","0.25","0.00","0.94","2.05","0.00%","43.500","0.000","-0.23%","0.00%","261.1","0","0.23","0.00","-0.100","0.000","1.56亿","3600000","-2.78%","-2.89%","7.82%","-13.87%","-21.19%"
"2516","EMHC","SPDR BLOOMBERG BARCLAYS EMERGING MARKETS USD BOND ETF","25.764","-0.186","-0.71%","0.00%","-10.40%","-12.64%","0.000","0.000","0","0","84","2174","25.764","25.949","25.764","25.764","0.00","-0.71","0.00","0.21","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1.64亿","6300000","-2.33%","-0.10%","1.18%","-12.30%","-11.45%"
"2517","FTXR","First Trust Exchange-Traded Fund VI First Trust Nasdaq Transportation ETF","29.060","-0.210","-0.72%","-0.07%","-16.01%","-15.38%","0.000","0.000","0","0","24933","726414","29.160","29.270","29.320","28.880","0.32","0.14","1.50","0.08","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2.25亿","7700000","-6.68%","-9.75%","-2.41%","-9.95%","-10.88%"
"2518","GEMD","GOLDMAN SACHS ACCESS EMERGING MARKETS USD BOND ETF","45.266","-0.329","-0.72%","0.00%","-8.79%","-8.79%","0.000","0.000","0","0","2845","128940","45.350","45.595","45.500","45.260","0.20","-0.01","0.53","0.43","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","6410.04万","1400000","-2.40%","0.24%","0.85%","-8.79%","-8.79%"
"2519","BKUS","BNY MELLON SUSTAINABLE US EQUITY ETF","45.989","-0.335","-0.72%","0.00%","-8.33%","-10.03%","0.000","0.000","0","0","0","0","46.766","46.323","0.000","0.000","0.00","-0.72","0.00","0.00","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","920.00万","200000","-1.99%","-1.22%","5.72%","-9.20%","-9.20%"
