"序号","代码","名称","最新价","涨跌额","涨跌幅","60日涨跌幅","年初至今涨跌幅","成交量","成交额","今开","换手率%","市盈率","总市值","总股本","5日涨跌幅","10日涨跌幅","20日涨跌幅","120日涨跌幅","250日涨跌幅","昨收","最高","最低"
"230","BK2450","光伏太阳能","3490.371","-104.260","-2.90%","-12.79%","-20.54%","26840269","2057704310","3598.675","1.07","23.340","216222239404.432","2696513704","-6.51%","-11.00%","-9.24%","-14.01%","-7.76%","3594.631","3608.847","3489.303"
"231","BK2124","内地教育股","162.107","-4.869","-2.92%","-31.62%","-37.73%","21803790","162901827","165.574","2.51","-3.976","5491920203.76","1574645858","-6.62%","-2.55%","1.77%","-45.13%","-93.00%","166.976","167.225","161.455"
"232","BK2016","半导体设备与材料","7675.938","-231.035","-2.92%","-18.86%","-27.71%","23866601","3168303512","7923.260","0.84","24.950","536508199567.14","3030264545","-6.06%","-12.13%","-10.99%","-22.06%","-10.54%","7906.973","7935.399","7667.403"
"233","BK2509","商业设备和用品","1379.495","-41.563","-2.92%","-17.38%","-20.28%","1977179","123292882","1426.543","0.62","19.396","17728727731.9","359648417","-2.72%","-4.12%","-3.70%","-21.41%","-18.78%","1421.058","1432.716","1379.023"
"234","BK2448","OLED概念","2950.752","-89.114","-2.93%","-19.77%","-26.92%","8664304","929114155","3045.929","0.62","16.587","113415400779.7","1692416807","-6.90%","-13.55%","-13.38%","-15.74%","-14.68%","3039.866","3056.517","2948.137"
"235","BK2555","WSB热门概念","890.288","-26.943","-2.94%","-16.13%","-29.66%","372753240","4208176525","916.145","2.49","-26.463","185803998343.294","20346103371","-3.89%","-10.17%","-0.91%","-39.23%","-43.95%","917.231","917.232","890.184"
"236","BK2075","消费类电子","3873.412","-119.246","-2.99%","-1.55%","-8.19%","83033742","12803682404","3998.869","0.45","27.248","2821869912191.1582","18981919783","-4.17%","-5.68%","2.04%","6.36%","16.72%","3992.658","4009.203","3868.172"
"237","BK2588","数字音乐","569.072","-17.643","-3.01%","-2.04%","-8.70%","88693982","12985374075","587.591","0.48","27.855","2860852114629.21","19987425436","-4.18%","-5.70%","2.05%","8.24%","19.81%","586.715","589.028","568.315"
"238","BK2438","直播概念","735.258","-22.964","-3.03%","-24.86%","-30.81%","19076085","350366426","751.877","2.19","-23.528","28284277705.745","1777872545","-6.15%","-2.20%","1.48%","-53.94%","-61.68%","758.222","758.222","730.766"
"239","BK2116","段永平概念","3296.972","-103.091","-3.03%","-3.10%","-7.19%","160453160","16716293052","3393.848","0.73","28.721","3097676957795.3799","23152534956","-3.64%","-4.86%","1.89%","5.39%","15.31%","3400.063","3402.631","3293.006"
"240","BK2470","软件 - 应用","1765.789","-55.611","-3.05%","-15.77%","-29.04%","539498551","14234295593","1821.630","2.23","-148.975","1850196005905.8413","38945522786","-4.58%","-8.18%","-5.19%","-35.44%","-20.03%","1821.400","1821.630","1765.671"
"241","BK2431","互联网零售","1637.488","-52.085","-3.08%","-9.96%","-15.17%","129282595","13567988313","1683.361","1.44","32.847","2156048366956.926","15043983693","-4.57%","-7.34%","-4.40%","-27.02%","-30.20%","1689.573","1689.573","1636.605"
"242","BK2015","半导体","3754.800","-121.440","-3.13%","-16.34%","-21.65%","280917675","31448378167","3914.888","1.08","25.071","2489838308554.6001","29021720436","-5.74%","-12.19%","-9.97%","-8.73%","1.29%","3876.240","3916.327","3753.327"
"243","BK2435","在线教育","184.780","-6.246","-3.27%","-31.82%","-37.79%","19477113","160555577","189.253","2.54","-5.350","5204601135.86","1245817653","-7.05%","-2.85%","2.02%","-43.65%","-93.11%","191.026","191.347","184.071"
"244","BK2548","AI","6725.097","-231.055","-3.32%","-14.92%","-27.71%","102712574","14414504619.701","7022.952","1.07","48.263","843179221210.004","10410626605","-9.22%","-17.07%","-11.53%","-9.91%","27.72%","6956.152","7056.321","6714.789"
"245","BK2119","景林资产持仓","997.958","-34.988","-3.39%","-22.36%","-25.44%","178143328","29056106898","1018.397","1.31","37.864","2263329756628.02","22068940799","-6.08%","-7.43%","4.81%","-36.80%","-40.92%","1032.946","1032.948","997.402"
"246","BK2542","昨日强势股","92.675","-3.254","-3.39%","-36.16%","-48.42%","1306492837","6213199721.1","95.863","0.44","-0.658","143475463855.152","567874790987","-12.59%","-6.58%","-15.67%","-62.37%","-81.17%","95.929","95.970","92.581"
"247","BK2997","大麻股","265.338","-9.371","-3.41%","-11.62%","-21.84%","41587848","217911836.908","273.487","2.57","-3.768","12746134060.632","2234154574","-3.64%","-13.66%","1.08%","-43.04%","-60.38%","274.709","274.709","263.776"
"248","BK2644","马斯克概念股","1319.542","-47.277","-3.46%","-4.47%","-7.93%","307082914","35309577643.941","1344.248","9.64","108.291","1283608890817.9199","3947412950","-7.07%","-9.85%","16.35%","5.01%","28.60%","1366.819","1366.819","1318.483"
"249","BK2558","软银资本持仓","2056.631","-74.667","-3.50%","-10.21%","-22.70%","117193817","13670783299","2151.924","2.40","83.381","769813786501.28","6634929500","-9.12%","-16.55%","-10.06%","-11.69%","-5.79%","2131.298","2164.551","2049.577"
"250","BK2517","热门中概股","910.611","-34.025","-3.60%","-23.61%","-22.26%","216227515","5912041268","934.004","1.28","28.520","763120291262.03","27674586584","-4.54%","-5.28%","-2.70%","-43.24%","-56.14%","944.636","944.636","910.202"
"251","BK2546","氢能源","3898.821","-150.244","-3.71%","24.51%","-6.00%","22470105","385691643","4041.417","2.20","-27.514","20811793419.61","1122323656","-5.18%","-9.27%","-2.52%","-17.41%","-4.23%","4049.065","4063.380","3898.156"
"252","BK2530","中概回港概念","911.024","-35.407","-3.74%","-23.35%","-20.93%","191447536","5343145451","933.968","1.74","26.974","653610937935.23","17793702992","-4.67%","-5.93%","-2.42%","-42.45%","-55.04%","946.431","946.430","910.156"
"253","BK2521","IDC概念","2516.198","-98.451","-3.77%","-15.37%","-24.48%","172968582","21711356471","2635.634","1.90","28.418","1022311395765.72","9331392754","-9.14%","-16.16%","-10.92%","-9.44%","10.35%","2614.649","2643.108","2512.681"
"254","BK2551","ARK ETF合集","1746.267","-73.154","-4.02%","-18.50%","-33.90%","26929468","1509253311","1817.293","6.72","0.000","19678169000","400700000","-5.58%","-10.03%","-5.83%","-46.31%","-47.57%","1819.421","1819.423","1745.788"
"255","BK2576","物联网","680.232","-30.666","-4.31%","-18.60%","-24.66%","82643216","14720587882","711.194","1.66","25.002","836719588309.876","6034410923","-10.66%","-18.36%","-11.37%","-24.84%","-62.19%","710.898","716.745","678.625"
"256","BK2998","双十一","699.401","-32.837","-4.48%","-25.70%","-20.54%","60513006","3286543157","720.128","1.30","17.348","422303435129.23","7455856547","-6.04%","-8.22%","-4.42%","-44.95%","-54.99%","732.238","732.238","698.391"
"257","BK2434","腾讯概念","2341.564","-110.080","-4.49%","-29.51%","-28.98%","134052408","2709521125","2441.790","2.04","-104.484","233737304685.82","11672603631","-3.23%","-1.68%","-1.56%","-47.92%","-59.39%","2451.644","2451.644","2339.513"
"258","BK2561","NFT概念","2917.345","-138.644","-4.54%","-27.88%","-28.05%","85167424","3607709266","2990.552","1.99","14.234","330891215413.33","6525441117","-8.16%","-12.89%","-6.24%","-47.46%","-44.88%","3055.989","3056.013","2913.252"
"259","BK2547","充电桩","5418.363","-268.500","-4.72%","8.60%","-15.59%","16220950","216312581","5691.646","2.18","-24.360","14765798092.07","1344735346","-8.05%","-13.04%","-8.10%","-18.23%","-29.80%","5686.863","5727.133","5347.558"
"260","BK2569","基因编辑","851.667","-62.113","-6.80%","-19.57%","-38.21%","6964249","216586978","911.590","1.58","-9.532","14695014514.31","507087360","-8.32%","-12.03%","-13.74%","-49.18%","-42.69%","913.780","913.780","850.181"
